日期,车牌号,部门,绝色出行天数,行驶天数,油耗,碳排放.kg.,绿色出行减排.kg.
2020年4月,皖AT0591,03无排行有提醒,0,30,1524.58,3436.4,0
2020年4月,皖AT0632,03无排行有提醒,5,25,1400.04,3155.69,631.14
2020年4月,皖AT0621,03无排行有提醒,2,28,800.39,1804.08,128.86
2020年4月,皖AT0631,03无排行有提醒,0,30,842.22,1898.36,0
2020年4月,皖AT0579,03无排行有提醒,0,30,1201.69,2708.61,0
2020年4月,皖AT0596,03无排行有提醒,0,30,1042.66,2350.16,0
2020年4月,粤STC809,03无排行有提醒,0,30,455.82,1027.42,0
2020年4月,1.22E+16,03无排行有提醒,30,0,0,0,17.7
2020年4月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2020年4月,粤BY1047,03无排行有提醒,30,0,0,0,81
2020年4月,皖AT0563,03无排行有提醒,4,26,789.33,1779.15,273.72
2020年4月,粤B2X562,03无排行有提醒,30,0,0,0,200.7
2020年4月,皖AT0633,03无排行有提醒,30,0,0,0,3322.2
2020年4月,粤BS207S,03无排行有提醒,30,0,0,0,305.7
2020年4月,粤B892VK,03无排行有提醒,30,0,0,0,181.2
2020年4月,皖AT0539,03无排行有提醒,30,0,0,0,3311.1
2020年4月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2020年4月,渝D865V3,03无排行有提醒,30,0,0,0,303.6
2020年5月,皖AT0632,03无排行有提醒,0,31,2065.55,4655.75,0
2020年5月,皖AT0549,03无排行有提醒,0,31,1832.41,4130.25,0
2020年5月,皖AT0591,03无排行有提醒,0,31,1512.59,3409.38,0
2020年5月,皖AT0579,03无排行有提醒,0,31,1542.65,3477.13,0
2020年5月,皖AT0589,03无排行有提醒,2,29,875.89,1974.26,136.16
2020年5月,皖AT0631,03无排行有提醒,2,29,981.73,2212.82,152.61
2020年5月,皖AT0596,03无排行有提醒,0,31,1065.51,2401.66,0
2020年5月,皖AT0563,03无排行有提醒,1,30,740.53,1669.15,55.64
2020年5月,皖AT0621,03无排行有提醒,0,31,1166.29,2628.82,0
2020年5月,粤STC809,03无排行有提醒,0,31,642.05,1447.18,0
2020年5月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2020年5月,1.22E+16,03无排行有提醒,31,0,0,0,18.29
2020年5月,皖AT0539,03无排行有提醒,31,0,0,0,3421.47
2020年5月,粤BS207S,03无排行有提醒,31,0,0,0,315.89
2020年5月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2020年5月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2020年5月,皖AT0633,03无排行有提醒,31,0,0,0,3432.94
2020年5月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年5月,渝D865V3,03无排行有提醒,31,0,0,0,313.72
2020年5月,粤B2X562,03无排行有提醒,31,0,0,0,207.39
2020年6月,皖AT0549,03无排行有提醒,2,28,1603.92,3615.24,258.23
2020年6月,皖AT0632,03无排行有提醒,2,28,1782.75,4018.32,287.02
2020年6月,皖AT0621,03无排行有提醒,1,29,1169.67,2636.44,90.91
2020年6月,皖AT0591,03无排行有提醒,0,30,1521.18,3428.74,0
2020年6月,皖AT0631,03无排行有提醒,0,30,1010.88,2278.52,0
2020年6月,皖AT0596,03无排行有提醒,0,30,1024.9,2310.12,0
2020年6月,皖AT0579,03无排行有提醒,15,15,728.67,1642.42,1642.42
2020年6月,皖AT0563,03无排行有提醒,7,23,745.95,1681.37,511.72
2020年6月,粤STC809,03无排行有提醒,0,30,683,1539.48,0
2020年6月,1.22E+16,03无排行有提醒,30,0,0,0,17.7
2020年6月,皖AT0589,03无排行有提醒,30,0,0,0,2463.3
2020年6月,粤B2X562,03无排行有提醒,30,0,0,0,200.7
2020年6月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2020年6月,粤BY1047,03无排行有提醒,30,0,0,0,81
2020年6月,皖AT0633,03无排行有提醒,30,0,0,0,3322.2
2020年6月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2020年6月,粤BS207S,03无排行有提醒,30,0,0,0,305.7
2020年6月,粤B892VK,03无排行有提醒,30,0,0,0,181.2
2020年6月,皖AT0539,03无排行有提醒,30,0,0,0,3311.1
2020年6月,渝D865V3,03无排行有提醒,30,0,0,0,303.6
2020年7月,皖AT0632,03无排行有提醒,0,15,958.17,2159.72,0
2020年7月,皖AT0596,03无排行有提醒,0,15,587.7,1324.68,0
2020年7月,皖AT0591,03无排行有提醒,0,15,744.49,1678.08,0
2020年7月,皖AT0563,03无排行有提醒,1,14,475.37,1071.48,76.53
2020年7月,皖AT0631,03无排行有提醒,0,15,545.95,1230.57,0
2020年7月,皖AT0621,03无排行有提醒,0,15,652.12,1469.88,0
2020年7月,粤STC809,03无排行有提醒,0,15,306.03,689.79,0
2020年7月,皖AT0579,03无排行有提醒,15,0,0,0,1281
2020年7月,皖AT0589,03无排行有提醒,15,0,0,0,1231.65
2020年7月,渝D865V3,03无排行有提醒,15,0,0,0,151.8
2020年7月,皖AT0539,03无排行有提醒,15,0,0,0,1655.55
2020年7月,粤B2X562,03无排行有提醒,15,0,0,0,100.35
2020年7月,粤B533CJ,03无排行有提醒,15,0,0,0,74.1
2020年7月,粤B3AU48,03无排行有提醒,15,0,0,0,55.65
2020年7月,1.22E+16,03无排行有提醒,15,0,0,0,8.85
2020年7月,粤BY1047,03无排行有提醒,15,0,0,0,40.5
2020年7月,皖AT0549,03无排行有提醒,15,0,0,0,1831.2
2020年7月,皖AT0633,03无排行有提醒,15,0,0,0,1661.1
2020年7月,粤BS207S,03无排行有提醒,15,0,0,0,152.85
2020年7月,粤B892VK,03无排行有提醒,15,0,0,0,90.6
2020年8月,皖AT0596,03无排行有提醒,0,31,1386.45,3125.06,0
2020年8月,皖AT0591,03无排行有提醒,0,31,1607.49,3623.28,0
2020年8月,皖AT0631,03无排行有提醒,0,31,1113.47,2509.76,0
2020年8月,皖AT0632,03无排行有提醒,0,31,1371.28,3090.87,0
2020年8月,皖AT0621,03无排行有提醒,2,29,1497.83,3376.11,232.84
2020年8月,粤STC809,03无排行有提醒,30,1,19.89,44.83,1344.96
2020年8月,渝D865V3,03无排行有提醒,31,0,0,0,309.38
2020年8月,皖AT0579,03无排行有提醒,31,0,0,0,2647.4
2020年8月,皖AT0589,03无排行有提醒,31,0,0,0,2545.41
2020年8月,皖AT0539,03无排行有提醒,31,0,0,0,3421.47
2020年8月,皖AT0563,03无排行有提醒,2,29,819.92,1848.1,127.46
2020年8月,皖AT0549,03无排行有提醒,31,0,0,0,3784.48
2020年8月,粤B2X562,03无排行有提醒,31,0,0,0,207.39
2020年8月,粤B533CJ,03无排行有提醒,31,0,0,0,153.14
2020年8月,粤B3AU48,03无排行有提醒,31,0,0,0,115.01
2020年8月,皖AT0633,03无排行有提醒,31,0,0,0,3432.94
2020年8月,粤BS207S,03无排行有提醒,31,0,0,0,315.89
2020年8月,粤B892VK,03无排行有提醒,31,0,0,0,187.24
2020年8月,粤BY1047,03无排行有提醒,31,0,0,0,83.7
2020年9月,皖AT0621,03无排行有提醒,0,30,1398.48,3152.17,0
2020年9月,皖AT0591,03无排行有提醒,0,30,1693.72,3817.64,0
2020年9月,皖AT0631,03无排行有提醒,1,29,1055.09,2378.17,82.01
2020年9月,皖AT0596,03无排行有提醒,0,30,1229.11,2770.41,0
2020年9月,皖AT0563,03无排行有提醒,0,30,758.99,1710.76,0
2020年9月,皖AT0632,03无排行有提醒,0,30,1202.65,2710.77,0
2020年9月,皖AT0549,03无排行有提醒,30,0,0,0,3662.4
2020年9月,渝D865V3,03无排行有提醒,30,0,0,0,299.4
2020年9月,皖AT0589,03无排行有提醒,30,0,0,0,2463.3
2020年9月,皖AT0539,03无排行有提醒,30,0,0,0,3311.1
2020年9月,皖AT0579,03无排行有提醒,30,0,0,0,2562
2020年9月,皖AT0633,03无排行有提醒,30,0,0,0,3322.2
2020年9月,粤B2X562,03无排行有提醒,30,0,0,0,200.7
2020年9月,粤B533CJ,03无排行有提醒,30,0,0,0,148.2
2020年9月,粤B3AU48,03无排行有提醒,30,0,0,0,111.3
2020年9月,粤BS207S,03无排行有提醒,30,0,0,0,305.7
2020年9月,粤B892VK,03无排行有提醒,30,0,0,0,181.2
2020年9月,粤STC809,03无排行有提醒,30,0,0,0,1146
2020年9月,粤BY1047,03无排行有提醒,30,0,0,0,81
2019年8月,粤B4C0S6,04无排行无提醒,1,30,286.38,645.5,21.52
2019年8月,粤S09158,04无排行无提醒,19,4,17.73,39.96,189.83
2019年8月,粤B3RC91,04无排行无提醒,10,10,42.67,96.18,96.18
2019年8月,粤PR5795,04无排行无提醒,9,9,19.49,43.93,43.93
2019年8月,粤BP439V,04无排行无提醒,3,13,66.91,150.82,34.8
2019年8月,粤STB959,04无排行无提醒,2,10,23.71,53.44,10.69
2019年8月,粤B0Y92H,04无排行无提醒,0,9,63.39,142.88,0
2019年9月,粤B0Y92H,04无排行无提醒,3,27,218.61,492.75,54.75
2019年9月,粤B4C0S6,04无排行无提醒,20,10,47.34,106.7,213.41
2019年9月,粤STB959,04无排行无提醒,19,10,11.91,26.85,51.01
2019年9月,粤BP439V,04无排行无提醒,21,9,25.02,56.4,131.59
2019年9月,粤PR5795,04无排行无提醒,6,24,63.36,142.81,35.7
2019年9月,粤S09158,04无排行无提醒,30,0,0,0,299.7
2019年9月,粤B3RC91,04无排行无提醒,30,0,0,0,251.1
2019年9月,粤B83CT2,04无排行无提醒,19,1,1.82,4.1,77.94
2019年10月,粤STB959,04无排行无提醒,13,18,95.12,214.4,154.84
2019年10月,粤BP439V,04无排行无提醒,14,17,76.55,172.54,142.09
2019年10月,粤B0Y92H,04无排行无提醒,7,24,155.45,350.38,102.2
2019年10月,粤PR5795,04无排行无提醒,17,13,36.9,83.17,108.76
2019年10月,粤B83CT2,04无排行无提醒,31,0,0,0,102.92
2019年10月,粤B4C0S6,04无排行无提醒,31,0,0,0,583.11
2019年10月,粤B3RC91,04无排行无提醒,31,0,0,0,259.47
2019年10月,粤S09158,04无排行无提醒,31,0,0,0,309.69
2019年10月,皖AT0540,04无排行无提醒,0,8,386.77,871.78,0
2019年11月,皖AT0540,04无排行无提醒,0,30,1307.13,2946.27,0
2019年11月,粤B0Y92H,04无排行无提醒,13,17,162.49,366.25,280.08
2019年11月,粤PR5795,04无排行无提醒,8,22,38.71,87.25,31.73
2019年11月,粤STB959,04无排行无提醒,16,14,31.08,70.05,80.06
2019年11月,粤BP439V,04无排行无提醒,7,23,98.71,222.49,67.72
2019年11月,粤B83CT2,04无排行无提醒,29,1,1.13,2.55,73.86
2019年11月,粤B4C0S6,04无排行无提醒,30,0,0,0,564.3
2019年11月,粤B3RC91,04无排行无提醒,30,0,0,0,251.1
2019年11月,粤S09158,04无排行无提醒,30,0,0,0,299.7
2019年11月,皖AT0623,04无排行无提醒,0,3,110.16,248.3,0
2019年11月,皖AT0658,04无排行无提醒,0,3,91.38,205.97,0
2019年11月,皖AT0560,04无排行无提醒,0,3,167.59,377.75,0
2019年11月,皖AT0565,04无排行无提醒,0,3,124.88,281.48,0
2019年11月,皖AT0666,04无排行无提醒,0,3,93.85,211.54,0
2019年11月,皖AT0608,04无排行无提醒,0,2,56.25,126.79,0
2019年11月,皖AT0661,04无排行无提醒,0,3,91.51,206.26,0
2019年11月,皖AT0616,04无排行无提醒,0,3,86.75,195.53,0
2019年11月,皖AT0556,04无排行无提醒,0,1,5.29,11.92,0
2019年12月,皖AT0560,04无排行无提醒,0,31,2094.86,4721.81,0
2019年12月,皖AT0540,04无排行无提醒,0,31,1599.57,3605.43,0
2019年12月,皖AT0623,04无排行无提醒,0,31,1294.41,2917.6,0
2019年12月,皖AT0658,04无排行无提醒,0,31,1638.67,3693.56,0
2019年12月,皖AT0666,04无排行无提醒,0,31,1253.32,2824.98,0
2019年12月,皖AT0565,04无排行无提醒,0,31,1512.63,3409.47,0
2019年12月,皖AT0661,04无排行无提醒,0,31,1144.37,2579.41,0
2019年12月,粤BP439V,04无排行无提醒,7,24,100.44,226.39,66.03
2019年12月,粤STB959,04无排行无提醒,11,19,41.78,94.17,54.52
2019年12月,粤B0Y92H,04无排行无提醒,21,10,97.75,220.33,462.69
2019年12月,皖AT0616,04无排行无提醒,22,9,250.96,565.66,1382.73
2019年12月,粤PR5795,04无排行无提醒,18,11,18.11,40.82,66.8
2019年12月,皖AT0608,04无排行无提醒,3,28,1241.15,2797.55,299.74
2019年12月,皖AT0556,04无排行无提醒,0,0,0,0,0
2019年12月,粤S09158,04无排行无提醒,31,0,0,0,309.69
2019年12月,粤B3RC91,04无排行无提醒,31,0,0,0,259.47
2019年12月,粤B83CT2,04无排行无提醒,31,0,0,0,102.92
2019年12月,粤B4C0S6,04无排行无提醒,31,0,0,0,583.11
2020年1月,皖AT0658,04无排行无提醒,7,24,1010.84,2278.43,664.54
2020年1月,皖AT0608,04无排行无提醒,4,27,1360.06,3065.58,454.16
2020年1月,皖AT0540,04无排行无提醒,7,24,1251.68,2821.29,822.88
2020年1月,皖AT0623,04无排行无提醒,1,30,1100.48,2480.48,82.68
2020年1月,皖AT0560,04无排行无提醒,7,24,1555.03,3505.04,1022.3
2020年1月,皖AT0661,04无排行无提醒,3,28,991,2233.71,239.33
2020年1月,皖AT0565,04无排行无提醒,6,25,1177.01,2652.98,636.72
2020年1月,皖AT0666,04无排行无提醒,3,28,873.83,1969.61,211.03
2020年1月,粤STB959,04无排行无提醒,8,23,143.08,322.5,112.17
2020年1月,皖AT0616,04无排行无提醒,31,0,0,0,1972.22
2020年1月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年1月,粤B3RC91,04无排行无提醒,31,0,0,0,259.47
2020年1月,粤B4C0S6,04无排行无提醒,31,0,0,0,583.11
2020年1月,粤S09158,04无排行无提醒,31,0,0,0,309.69
2020年1月,粤B83CT2,04无排行无提醒,31,0,0,0,102.92
2020年1月,粤B0Y92H,04无排行无提醒,9,22,285.83,644.26,263.56
2020年1月,粤BP439V,04无排行无提醒,7,24,134.77,303.77,88.6
2020年1月,粤PR5795,04无排行无提醒,29,2,0.27,0.61,8.82
2020年2月,皖AT0661,04无排行无提醒,1,28,507.13,1143.07,40.82
2020年2月,皖AT0623,04无排行无提醒,9,20,445.5,1004.16,451.87
2020年2月,粤STB959,04无排行无提醒,16,13,97.44,219.63,270.31
2020年2月,皖AT0658,04无排行无提醒,3,26,703.72,1586.18,183.02
2020年2月,皖AT0560,04无排行无提醒,29,0,0,0,4365.66
2020年2月,皖AT0608,04无排行无提醒,14,15,249.47,562.31,524.82
2020年2月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年2月,皖AT0565,04无排行无提醒,25,4,29.87,67.33,420.79
2020年2月,皖AT0666,04无排行无提醒,24,5,15.74,35.48,170.29
2020年2月,皖AT0616,04无排行无提醒,29,0,0,0,1844.98
2020年2月,粤B3RC91,04无排行无提醒,29,0,0,0,242.73
2020年2月,粤B4C0S6,04无排行无提醒,29,0,0,0,545.49
2020年2月,皖AT0540,04无排行无提醒,27,2,3.09,6.96,94.03
2020年2月,粤S09158,04无排行无提醒,29,0,0,0,289.71
2020年2月,粤B83CT2,04无排行无提醒,29,0,0,0,96.28
2020年2月,粤B0Y92H,04无排行无提醒,29,0,0,0,591.6
2020年2月,粤BP439V,04无排行无提醒,16,13,69.91,157.58,193.94
2020年2月,粤PR5795,04无排行无提醒,28,1,0.02,0.05,1.26
2020年3月,皖AT0623,04无排行无提醒,0,31,1045.76,2357.14,0
2020年3月,皖AT0608,04无排行无提醒,0,31,943.73,2127.17,0
2020年3月,皖AT0658,04无排行无提醒,2,29,858.89,1935.94,133.51
2020年3月,皖AT0661,04无排行无提醒,6,25,625.63,1410.17,338.44
2020年3月,皖AT0565,04无排行无提醒,7,24,463.66,1045.09,304.82
2020年3月,粤BP439V,04无排行无提醒,8,23,133.12,300.05,104.37
2020年3月,皖AT0540,04无排行无提醒,0,31,675.52,1522.62,0
2020年3月,皖AT0616,04无排行无提醒,31,0,0,0,1972.22
2020年3月,皖AT0666,04无排行无提醒,1,30,758.43,1709.5,56.98
2020年3月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年3月,皖AT0560,04无排行无提醒,31,0,0,0,4666.74
2020年3月,粤B3RC91,04无排行无提醒,31,0,0,0,259.47
2020年3月,粤B4C0S6,04无排行无提醒,31,0,0,0,583.11
2020年3月,粤STB959,04无排行无提醒,31,0,0,0,283.96
2020年3月,粤S09158,04无排行无提醒,31,0,0,0,309.69
2020年3月,粤B83CT2,04无排行无提醒,31,0,0,0,102.92
2020年3月,粤B0Y92H,04无排行无提醒,31,0,0,0,632.4
2020年3月,粤PR5795,04无排行无提醒,22,9,23.06,51.98,127.06
2020年4月,皖AT0623,04无排行无提醒,0,30,1057.39,2383.36,0
2020年4月,皖AT0608,04无排行无提醒,1,29,1017.4,2293.22,79.08
2020年4月,皖AT0658,04无排行无提醒,3,27,649.65,1464.31,162.7
2020年4月,皖AT0666,04无排行无提醒,0,30,1057.95,2384.62,0
2020年4月,皖AT0540,04无排行无提醒,0,30,1326.65,2990.27,0
2020年4月,皖AT0565,04无排行无提醒,0,30,1233.87,2781.14,0
2020年4月,粤BP439V,04无排行无提醒,10,20,136.04,306.63,153.32
2020年4月,粤STB959,04无排行无提醒,30,0,0,0,274.8
2020年4月,粤B4C0S6,04无排行无提醒,30,0,0,0,564.3
2020年4月,皖AT0616,04无排行无提醒,30,0,0,0,1908.6
2020年4月,粤PR5795,04无排行无提醒,1,29,79.4,178.97,6.17
2020年4月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年4月,粤S09158,04无排行无提醒,30,0,0,0,299.7
2020年4月,粤B83CT2,04无排行无提醒,30,0,0,0,99.6
2020年4月,皖AT0560,04无排行无提醒,30,0,0,0,4516.2
2020年4月,皖AT0661,04无排行无提醒,30,0,0,0,1977.6
2020年4月,粤B0Y92H,04无排行无提醒,30,0,0,0,612
2020年4月,粤B3RC91,04无排行无提醒,30,0,0,0,251.1
2020年5月,皖AT0565,04无排行无提醒,3,28,1247.83,2812.61,301.35
2020年5月,皖AT0540,04无排行无提醒,0,31,1304.1,2939.44,0
2020年5月,皖AT0658,04无排行无提醒,1,30,829.65,1870.03,62.33
2020年5月,皖AT0623,04无排行无提醒,0,31,1193.63,2690.44,0
2020年5月,皖AT0666,04无排行无提醒,15,16,645.71,1455.43,1364.47
2020年5月,皖AT0608,04无排行无提醒,1,30,1016,2290.06,76.34
2020年5月,粤BP439V,04无排行无提醒,4,27,155.72,350.99,52
2020年5月,粤PR5795,04无排行无提醒,3,28,56.39,127.1,13.62
2020年5月,皖AT0616,04无排行无提醒,31,0,0,0,1972.22
2020年5月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年5月,粤B4C0S6,04无排行无提醒,31,0,0,0,583.11
2020年5月,粤STB959,04无排行无提醒,31,0,0,0,283.96
2020年5月,粤B83CT2,04无排行无提醒,31,0,0,0,102.92
2020年5月,粤B0Y92H,04无排行无提醒,31,0,0,0,632.4
2020年5月,粤S09158,04无排行无提醒,31,0,0,0,309.69
2020年5月,皖AT0661,04无排行无提醒,31,0,0,0,2043.52
2020年5月,粤B3RC91,04无排行无提醒,31,0,0,0,259.47
2020年5月,皖AT0560,04无排行无提醒,31,0,0,0,4666.74
2020年6月,皖AT0540,04无排行无提醒,1,29,1279.35,2883.65,99.44
2020年6月,皖AT0565,04无排行无提醒,0,30,1598.94,3604.01,0
2020年6月,皖AT0608,04无排行无提醒,0,30,1677.92,3782.03,0
2020年6月,皖AT0623,04无排行无提醒,0,30,1235.26,2784.28,0
2020年6月,皖AT0658,04无排行无提醒,0,30,934.4,2106.14,0
2020年6月,粤BP439V,04无排行无提醒,7,23,91.79,206.89,62.97
2020年6月,粤S09158,04无排行无提醒,30,0,0,0,299.7
2020年6月,皖AT0616,04无排行无提醒,30,0,0,0,1908.6
2020年6月,皖AT0666,04无排行无提醒,30,0,0,0,2236.2
2020年6月,粤B3RC91,04无排行无提醒,30,0,0,0,251.1
2020年6月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年6月,粤B83CT2,04无排行无提醒,30,0,0,0,99.6
2020年6月,皖AT0560,04无排行无提醒,30,0,0,0,4516.2
2020年6月,粤PR5795,04无排行无提醒,6,24,41.47,93.47,23.37
2020年6月,皖AT0661,04无排行无提醒,30,0,0,0,1977.6
2020年6月,粤STB959,04无排行无提醒,30,0,0,0,274.8
2020年6月,粤B4C0S6,04无排行无提醒,30,0,0,0,564.3
2020年6月,粤B0Y92H,04无排行无提醒,30,0,0,0,612
2020年7月,皖AT0608,04无排行无提醒,0,15,821.57,1851.82,0
2020年7月,皖AT0623,04无排行无提醒,0,15,588.27,1325.96,0
2020年7月,皖AT0540,04无排行无提醒,0,15,742.96,1674.63,0
2020年7月,皖AT0658,04无排行无提醒,0,15,440.38,992.62,0
2020年7月,皖AT0565,04无排行无提醒,0,15,982.88,2215.41,0
2020年7月,粤BP439V,04无排行无提醒,1,14,69.5,156.65,11.19
2020年7月,皖AT0661,04无排行无提醒,15,0,0,0,988.8
2020年7月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年7月,皖AT0666,04无排行无提醒,15,0,0,0,1118.1
2020年7月,皖AT0616,04无排行无提醒,15,0,0,0,954.3
2020年7月,皖AT0560,04无排行无提醒,15,0,0,0,2258.1
2020年7月,粤B3RC91,04无排行无提醒,15,0,0,0,125.55
2020年7月,粤B4C0S6,04无排行无提醒,15,0,0,0,282.15
2020年7月,粤STB959,04无排行无提醒,15,0,0,0,137.4
2020年7月,粤S09158,04无排行无提醒,15,0,0,0,149.85
2020年7月,粤B83CT2,04无排行无提醒,15,0,0,0,49.8
2020年7月,粤B0Y92H,04无排行无提醒,15,0,0,0,306
2020年7月,粤PR5795,04无排行无提醒,3,12,22.55,50.83,12.71
2020年8月,皖AT0623,04无排行无提醒,0,31,1354.78,3053.67,0
2020年8月,皖AT0540,04无排行无提醒,0,31,1705.81,3844.9,0
2020年8月,皖AT0608,04无排行无提醒,0,31,1289.09,2905.61,0
2020年8月,皖AT0565,04无排行无提醒,0,31,1770.01,3989.6,0
2020年8月,皖AT0658,04无排行无提醒,0,31,1165.16,2626.27,0
2020年8月,皖AT0616,04无排行无提醒,31,0,0,0,1972.22
2020年8月,皖AT0661,04无排行无提醒,31,0,0,0,2043.52
2020年8月,皖AT0666,04无排行无提醒,31,0,0,0,2310.74
2020年8月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年8月,皖AT0560,04无排行无提醒,31,0,0,0,4666.74
2020年8月,粤B3RC91,04无排行无提醒,31,0,0,0,259.47
2020年8月,粤B4C0S6,04无排行无提醒,31,0,0,0,583.11
2020年8月,粤STB959,04无排行无提醒,31,0,0,0,283.96
2020年8月,粤S09158,04无排行无提醒,31,0,0,0,309.69
2020年8月,粤B83CT2,04无排行无提醒,31,0,0,0,102.92
2020年8月,粤B0Y92H,04无排行无提醒,31,0,0,0,632.4
2020年8月,粤BP439V,04无排行无提醒,31,0,0,0,354.64
2020年8月,粤PR5795,04无排行无提醒,31,0,0,0,152.52
2020年9月,皖AT0565,04无排行无提醒,0,30,1755.32,3956.49,0
2020年9月,皖AT0540,04无排行无提醒,0,30,1619.02,3649.27,0
2020年9月,皖AT0623,04无排行无提醒,0,30,1227.74,2767.33,0
2020年9月,皖AT0658,04无排行无提醒,1,29,941.15,2121.35,73.15
2020年9月,皖AT0608,04无排行无提醒,0,30,1121.76,2528.45,0
2020年9月,皖AT0560,04无排行无提醒,30,0,0,0,4516.2
2020年9月,皖AT0616,04无排行无提醒,30,0,0,0,1908.6
2020年9月,皖AT0666,04无排行无提醒,30,0,0,0,2236.2
2020年9月,皖AT0556,04无排行无提醒,0,0,0,0,0
2020年9月,皖AT0661,04无排行无提醒,30,0,0,0,1977.6
2020年9月,粤B3RC91,04无排行无提醒,30,0,0,0,251.1
2020年9月,粤B4C0S6,04无排行无提醒,30,0,0,0,564.3
2020年9月,粤STB959,04无排行无提醒,30,0,0,0,274.8
2020年9月,粤S09158,04无排行无提醒,30,0,0,0,299.7
2020年9月,粤B83CT2,04无排行无提醒,30,0,0,0,99.6
2020年9月,粤B0Y92H,04无排行无提醒,30,0,0,0,612
2020年9月,粤BP439V,04无排行无提醒,30,0,0,0,343.2
2020年9月,粤PR5795,04无排行无提醒,30,0,0,0,147.6
