2019/3/18,,,,,,,,,,,
6-9次,4,7.69%,31秒-1分,4,30.77%,,,,,,
10-19次,1,1.92%,1分-3分,4,30.77%,,,,,,
,,,3分-10分,2,15.38%,,,,,,
2019/12/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,1秒-3秒,1,5.56%,,,,,,
3-5次,21,40.38%,11秒-30秒,4,22.22%,,,,,,
6-9次,4,7.69%,31秒-1分,2,11.11%,,,,,,
10-19次,1,1.92%,1分-3分,10,55.56%,,,,,,
,,,3分-10分,1,5.56%,,,,,,
2019/12/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,2,18.18%,,,,,,
3-5次,21,40.38%,31秒-1分,6,54.55%,,,,,,
6-9次,4,7.69%,1分-3分,3,27.27%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,3,27.27%,,,,,,
3-5次,21,40.38%,31秒-1分,3,27.27%,,,,,,
6-9次,4,7.69%,1分-3分,5,45.45%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,3,30%,,,,,,
3-5次,21,40.38%,1分-3分,6,60%,,,,,,
6-9次,4,7.69%,3分-10分,1,10%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,1秒-3秒,1,7.69%,,,,,,
3-5次,21,40.38%,4秒-10秒,1,7.69%,,,,,,
6-9次,4,7.69%,11秒-30秒,5,38.46%,,,,,,
10-19次,1,1.92%,31秒-1分,1,7.69%,,,,,,
,,,1分-3分,4,30.77%,,,,,,
 ,,,3分-10分,1,7.69%,,,,,,
2019/12/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,2,25%,,,,,,
3-5次,21,40.38%,31秒-1分,1,12.50%,,,,,,
6-9次,4,7.69%,1分-3分,4,50%,,,,,,
10-19次,1,1.92%,3分-10分,1,12.50%,,,,,,
2019/12/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,4秒-10秒,1,10%,,,,,,
3-5次,21,40.38%,11秒-30秒,2,20%,,,,,,
6-9次,4,7.69%,31秒-1分,3,30%,,,,,,
10-19次,1,1.92%,1分-3分,4,40%,,,,,,
2019/12/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,2,33.33%,,,,,,
3-5次,21,40.38%,31秒-1分,3,50%,,,,,,
6-9次,4,7.69%,1分-3分,1,16.67%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,4秒-10秒,2,25%,,,,,,
3-5次,21,40.38%,11秒-30秒,2,25%,,,,,,
6-9次,4,7.69%,31秒-1分,1,12.50%,,,,,,
10-19次,1,1.92%,1分-3分,3,37.50%,,,,,,
2019/12/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,4秒-10秒,1,8.33%,,,,,,
3-5次,21,40.38%,11秒-30秒,4,33.33%,,,,,,
6-9次,4,7.69%,31秒-1分,1,8.33%,,,,,,
10-19次,1,1.92%,1分-3分,4,33.33%,,,,,,
,,,3分-10分,1,8.33%,,,,,,
 ,,,10分-30分,1,8.33%,,,,,,
2019/12/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,4秒-10秒,1,10%,,,,,,
3-5次,21,40.38%,11秒-30秒,4,40%,,,,,,
6-9次,4,7.69%,31秒-1分,3,30%,,,,,,
10-19次,1,1.92%,1分-3分,2,20%,,,,,,
2019/12/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,2,20%,,,,,,
3-5次,21,40.38%,1分-3分,7,70%,,,,,,
6-9次,4,7.69%,3分-10分,1,10%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,1秒-3秒,1,7.69%,,,,,,
3-5次,21,40.38%,4秒-10秒,1,7.69%,,,,,,
6-9次,4,7.69%,11秒-30秒,3,23.08%,,,,,,
10-19次,1,1.92%,31秒-1分,3,23.08%,,,,,,
,,,1分-3分,4,30.77%,,,,,,
 ,,,3分-10分,1,7.69%,,,,,,
2019/12/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,1秒-3秒,2,20%,,,,,,
3-5次,21,40.38%,11秒-30秒,3,30%,,,,,,
6-9次,4,7.69%,31秒-1分,3,30%,,,,,,
10-19次,1,1.92%,1分-3分,2,20%,,,,,,
2019/12/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,3,42.86%,,,,,,
3-5次,21,40.38%,31秒-1分,2,28.57%,,,,,,
6-9次,4,7.69%,1分-3分,2,28.57%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,2,18.18%,,,,,,
3-5次,21,40.38%,31秒-1分,2,18.18%,,,,,,
6-9次,4,7.69%,1分-3分,6,54.55%,,,,,,
10-19次,1,1.92%,3分-10分,1,9.09%,,,,,,
2019/12/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,5,55.56%,,,,,,
3-5次,21,40.38%,31秒-1分,1,11.11%,,,,,,
6-9次,4,7.69%,1分-3分,3,33.33%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,2,20%,,,,,,
3-5次,21,40.38%,31秒-1分,2,20%,,,,,,
6-9次,4,7.69%,1分-3分,5,50%,,,,,,
10-19次,1,1.92%,3分-10分,1,10%,,,,,,
2019/12/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,11秒-30秒,1,11.11%,,,,,,
3-5次,21,40.38%,31秒-1分,3,33.33%,,,,,,
6-9次,4,7.69%,1分-3分,4,44.44%,,,,,,
10-19次,1,1.92%,10分-30分,1,11.11%,,,,,,
2019/12/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,4秒-10秒,1,14.29%,,,,,,
3-5次,21,40.38%,11秒-30秒,1,14.29%,,,,,,
6-9次,4,7.69%,1分-3分,5,71.43%,,,,,,
10-19次,1,1.92%,,,,,,,,,
2019/12/31,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,26,50%,4秒-10秒,1,12.50%,,,,,,
3-5次,21,40.38%,11秒-30秒,1,12.50%,,,,,,
6-9次,4,7.69%,31秒-1分,2,25%,,,,,,
10-19次,1,1.92%,1分-3分,2,25%,,,,,,
,,,3分-10分,2,25%,,,,,,
,,,,,,,,,,,
2020/1/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,2,28.57%,,,,,,
3-5次,8,15.69%,31秒-1分,2,28.57%,,,,,,
6-9次,9,17.65%,1分-3分,3,42.86%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,1秒-3秒,1,10%,,,,,,
3-5次,8,15.69%,4秒-10秒,1,10%,,,,,,
6-9次,9,17.65%,11秒-30秒,2,20%,,,,,,
10-19次,7,13.73%,1分-3分,4,40%,,,,,,
20-49次,11,21.57%,3分-10分,2,20%,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,4,44.44%,,,,,,
3-5次,8,15.69%,31秒-1分,1,11.11%,,,,,,
6-9次,9,17.65%,1分-3分,2,22.22%,,,,,,
10-19次,7,13.73%,3分-10分,1,11.11%,,,,,,
20-49次,11,21.57%,10分-30分,1,11.11%,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,10%,,,,,,
3-5次,8,15.69%,11秒-30秒,2,20%,,,,,,
6-9次,9,17.65%,31秒-1分,3,30%,,,,,,
10-19次,7,13.73%,1分-3分,4,40%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,3,33.33%,,,,,,
3-5次,8,15.69%,31秒-1分,3,33.33%,,,,,,
6-9次,9,17.65%,1分-3分,1,11.11%,,,,,,
10-19次,7,13.73%,3分-10分,2,22.22%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,25%,,,,,,
3-5次,8,15.69%,31秒-1分,4,50%,,,,,,
6-9次,9,17.65%,3分-10分,2,25%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,33.33%,,,,,,
3-5次,8,15.69%,1分-3分,3,50%,,,,,,
6-9次,9,17.65%,3分-10分,1,16.67%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,1秒-3秒,1,16.67%,,,,,,
3-5次,8,15.69%,4秒-10秒,1,16.67%,,,,,,
6-9次,9,17.65%,11秒-30秒,1,16.67%,,,,,,
10-19次,7,13.73%,31秒-1分,1,16.67%,,,,,,
20-49次,11,21.57%,1分-3分,2,33.33%,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,20%,,,,,,
3-5次,8,15.69%,11秒-30秒,2,40%,,,,,,
6-9次,9,17.65%,31秒-1分,1,20%,,,,,,
10-19次,7,13.73%,3分-10分,1,20%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,25%,,,,,,
6-9次,9,17.65%,1分-3分,2,50%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,16.67%,,,,,,
3-5次,8,15.69%,11秒-30秒,3,50%,,,,,,
6-9次,9,17.65%,31秒-1分,1,16.67%,,,,,,
10-19次,7,13.73%,3分-10分,1,16.67%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,1秒-3秒,1,14.29%,,,,,,
3-5次,8,15.69%,4秒-10秒,2,28.57%,,,,,,
6-9次,9,17.65%,11秒-30秒,1,14.29%,,,,,,
10-19次,7,13.73%,31秒-1分,1,14.29%,,,,,,
20-49次,11,21.57%,1分-3分,2,28.57%,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,14.29%,,,,,,
3-5次,8,15.69%,11秒-30秒,3,42.86%,,,,,,
6-9次,9,17.65%,31秒-1分,1,14.29%,,,,,,
10-19次,7,13.73%,1分-3分,2,28.57%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,4,50%,,,,,,
3-5次,8,15.69%,31秒-1分,1,12.50%,,,,,,
6-9次,9,17.65%,1分-3分,3,37.50%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,11秒-30秒,2,50%,,,,,,
6-9次,9,17.65%,10分-30分,1,25%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,25%,,,,,,
6-9次,9,17.65%,31秒-1分,2,50%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,1,50%,,,,,,
3-5次,8,15.69%,31秒-1分,1,50%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,1分-3分,2,66.67%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,14.29%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,14.29%,,,,,,
6-9次,9,17.65%,31秒-1分,3,42.86%,,,,,,
10-19次,7,13.73%,1分-3分,2,28.57%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,25%,,,,,,
3-5次,8,15.69%,31秒-1分,1,25%,,,,,,
6-9次,9,17.65%,1分-3分,1,25%,,,,,,
10-19次,7,13.73%,3分-10分,1,25%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,33.33%,,,,,,
6-9次,9,17.65%,1分-3分,1,33.33%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,28.57%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,14.29%,,,,,,
6-9次,9,17.65%,31秒-1分,3,42.86%,,,,,,
10-19次,7,13.73%,3分-10分,1,14.29%,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,50%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,25%,,,,,,
6-9次,9,17.65%,1分-3分,1,25%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,2,66.67%,,,,,,
3-5次,8,15.69%,31秒-1分,1,33.33%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,33.33%,,,,,,
6-9次,9,17.65%,31秒-1分,1,33.33%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,1,100%,,,,,,
3-5次,8,15.69%,,,,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,50%,,,,,,
3-5次,8,15.69%,1分-3分,1,50%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,3,75%,,,,,,
3-5次,8,15.69%,31秒-1分,1,25%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,11秒-30秒,2,66.67%,,,,,,
3-5次,8,15.69%,31秒-1分,1,33.33%,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,1,33.33%,,,,,,
3-5次,8,15.69%,11秒-30秒,1,33.33%,,,,,,
6-9次,9,17.65%,1分-3分,1,33.33%,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
2020/1/31,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,14,27.45%,4秒-10秒,2,100%,,,,,,
3-5次,8,15.69%,,,,,,,,,
6-9次,9,17.65%,,,,,,,,,
10-19次,7,13.73%,,,,,,,,,
20-49次,11,21.57%,,,,,,,,,
50-99次,2,3.92%,,,,,,,,,
,,,,,,,,,,,
2020/2/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,11秒-30秒,1,100%,,,,,,
3-5次,5,17.24%,,,,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,4秒-10秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,50%,,,,,,
3-5次,5,17.24%,4秒-10秒,1,50%,,,,,,
6-9次,4,13.79%,,,,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,11,37.93%,1秒-3秒,1,33.33%,,,,,,
3-5次,5,17.24%,11秒-30秒,1,33.33%,,,,,,
6-9次,4,13.79%,31秒-1分,1,33.33%,,,,,,
10-19次,6,20.69%,,,,,,,,,
20-49次,3,10.34%,,,,,,,,,
2020/2/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
