部门,车牌号,油耗,,,碳排放（KG）,日期
04无排行无提醒,粤STB959,4.7,0.73,3.088,10.594928,2019/10/1
04无排行无提醒,粤BP439V,4.45,0.73,3.088,10.031368,2019/10/1
04无排行无提醒,粤B0Y92H,5.55,0.73,3.088,12.511032,2019/10/1
04无排行无提醒,粤PR5795,7.27,0.73,3.088,16.3883248,2019/10/1
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/1
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/1
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/1
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/1
04无排行无提醒,粤B0Y92H,18.41,0.73,3.088,41.5005584,2019/10/2
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/2
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/2
04无排行无提醒,粤PR5795,1.83,0.73,3.088,4.1252592,2019/10/2
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/2
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/2
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/2
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/2
04无排行无提醒,粤STB959,33.57,0.73,3.088,75.6748368,2019/10/3
04无排行无提醒,粤BP439V,6.55,0.73,3.088,14.765272,2019/10/3
04无排行无提醒,粤B0Y92H,2.3,0.73,3.088,5.184752,2019/10/3
04无排行无提醒,粤PR5795,2.87,0.73,3.088,6.4696688,2019/10/3
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/3
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/3
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/3
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/3
04无排行无提醒,粤STB959,1.83,0.73,3.088,4.1252592,2019/10/4
04无排行无提醒,粤B0Y92H,3.9,0.73,3.088,8.791536,2019/10/4
04无排行无提醒,粤BP439V,0.06,0.73,3.088,0.1352544,2019/10/4
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/4
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/4
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/4
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/4
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/4
04无排行无提醒,粤B0Y92H,14.32,0.73,3.088,32.2807168,2019/10/5
04无排行无提醒,粤STB959,0.14,0.73,3.088,0.3155936,2019/10/5
04无排行无提醒,粤PR5795,1.04,0.73,3.088,2.3444096,2019/10/5
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/5
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/5
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/5
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/5
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/5
04无排行无提醒,粤B0Y92H,22.67,0.73,3.088,51.1036208,2019/10/6
04无排行无提醒,粤PR5795,1.89,0.73,3.088,4.2605136,2019/10/6
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/6
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/6
04无排行无提醒,粤STB959,0.08,0.73,3.088,0.1803392,2019/10/6
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/6
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/6
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/6
04无排行无提醒,粤STB959,9.53,0.73,3.088,21.4829072,2019/10/7
04无排行无提醒,粤B0Y92H,6.99,0.73,3.088,15.7571376,2019/10/7
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/7
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/7
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/7
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/7
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/7
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/7
04无排行无提醒,粤STB959,4.13,0.73,3.088,9.3100112,2019/10/8
04无排行无提醒,粤B0Y92H,0.1,0.73,3.088,0.225424,2019/10/8
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/8
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/8
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/8
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/8
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/8
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/8
04无排行无提醒,粤B0Y92H,0.02,0.73,3.088,0.0450848,2019/10/9
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/9
04无排行无提醒,粤B0Y92H,15.36,0.73,3.088,34.6251264,2019/10/10
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/10
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/10
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/10
04无排行无提醒,粤STB959,0.01,0.73,3.088,0.0225424,2019/10/10
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/10
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/10
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/10
04无排行无提醒,粤B0Y92H,3.45,0.73,3.088,7.777128,2019/10/11
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/11
04无排行无提醒,粤B0Y92H,1.37,0.73,3.088,3.0883088,2019/10/12
04无排行无提醒,粤STB959,0.92,0.73,3.088,2.0739008,2019/10/12
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/12
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/12
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/12
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/12
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/12
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/12
04无排行无提醒,粤BP439V,1.88,0.73,3.088,4.2379712,2019/10/13
04无排行无提醒,粤B0Y92H,0.96,0.73,3.088,2.1640704,2019/10/13
04无排行无提醒,粤PR5795,1.21,0.73,3.088,2.7276304,2019/10/13
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/13
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/13
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/13
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/13
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/13
04无排行无提醒,粤B0Y92H,7.04,0.73,3.088,15.8698496,2019/10/14
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/14
04无排行无提醒,粤PR5795,3.07,0.73,3.088,6.9205168,2019/10/14
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/14
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/14
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/14
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/14
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/14
04无排行无提醒,粤STB959,10.11,0.73,3.088,22.7903664,2019/10/15
04无排行无提醒,粤B0Y92H,5.86,0.73,3.088,13.2098464,2019/10/15
04无排行无提醒,粤PR5795,3.29,0.73,3.088,7.4164496,2019/10/15
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/15
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/15
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/15
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/15
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/15
04无排行无提醒,粤STB959,5.98,0.73,3.088,13.4803552,2019/10/16
04无排行无提醒,粤B0Y92H,1.43,0.73,3.088,3.2235632,2019/10/16
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/16
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/16
04无排行无提醒,粤PR5795,1.89,0.73,3.088,4.2605136,2019/10/16
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/16
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/16
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/16
04无排行无提醒,粤STB959,3.97,0.73,3.088,8.9493328,2019/10/17
04无排行无提醒,粤B0Y92H,8.27,0.73,3.088,18.6425648,2019/10/17
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/17
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/17
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/17
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/17
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/17
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/17
04无排行无提醒,粤BP439V,14.83,0.73,3.088,33.4303792,2019/10/18
04无排行无提醒,粤B0Y92H,1.73,0.73,3.088,3.8998352,2019/10/18
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/18
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/18
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/18
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/18
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/18
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/18
04无排行无提醒,粤BP439V,3.81,0.73,3.088,8.5886544,2019/10/19
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/19
04无排行无提醒,粤BP439V,13.2,0.73,3.088,29.755968,2019/10/20
04无排行无提醒,粤PR5795,3.76,0.73,3.088,8.4759424,2019/10/20
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/20
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/20
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/20
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/20
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/20
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/20
04无排行无提醒,粤BP439V,8.55,0.73,3.088,19.273752,2019/10/21
04无排行无提醒,粤STB959,2.02,0.73,3.088,4.5535648,2019/10/21
04无排行无提醒,粤B0Y92H,1.36,0.73,3.088,3.0657664,2019/10/21
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/21
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/21
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/21
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/21
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/21
04无排行无提醒,粤B0Y92H,14.09,0.73,3.088,31.7622416,2019/10/22
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤BP439V,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/22
04无排行无提醒,粤BP439V,7.01,0.73,3.088,15.8022224,2019/10/23
04无排行无提醒,粤B0Y92H,3.6,0.73,3.088,8.115264,2019/10/23
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/23
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/23
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/23
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/23
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/23
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/23
04无排行无提醒,皖AT0540,38.8,0.73,3.088,87.464512,2019/10/24
04无排行无提醒,粤BP439V,0.06,0.73,3.088,0.1352544,2019/10/24
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/24
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/24
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/24
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/24
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/24
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/24
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/24
04无排行无提醒,皖AT0540,56.39,0.73,3.088,127.1165936,2019/10/25
04无排行无提醒,粤BP439V,3.68,0.73,3.088,8.2956032,2019/10/25
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/25
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/25
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/25
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/25
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/25
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/25
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/25
04无排行无提醒,皖AT0540,56.98,0.73,3.088,128.4465952,2019/10/26
04无排行无提醒,粤BP439V,3.37,0.73,3.088,7.5967888,2019/10/26
04无排行无提醒,粤PR5795,2.28,0.73,3.088,5.1396672,2019/10/26
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/26
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/26
04无排行无提醒,粤STB959,0,0.73,3.088,0,2019/10/26
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/26
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/26
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/26
04无排行无提醒,皖AT0540,34.94,0.73,3.088,78.7631456,2019/10/27
04无排行无提醒,粤STB959,2.57,0.73,3.088,5.7933968,2019/10/27
04无排行无提醒,粤BP439V,1.92,0.73,3.088,4.3281408,2019/10/27
04无排行无提醒,粤B0Y92H,3.47,0.73,3.088,7.8222128,2019/10/27
04无排行无提醒,粤PR5795,5.34,0.73,3.088,12.0376416,2019/10/27
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/27
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/27
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/27
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/27
04无排行无提醒,皖AT0540,54.56,0.73,3.088,122.9913344,2019/10/28
04无排行无提醒,粤STB959,6.65,0.73,3.088,14.990696,2019/10/28
04无排行无提醒,粤BP439V,2.38,0.73,3.088,5.3650912,2019/10/28
04无排行无提醒,粤PR5795,1.16,0.73,3.088,2.6149184,2019/10/28
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/28
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/28
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/28
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/28
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/28
04无排行无提醒,皖AT0540,48.21,0.73,3.088,108.6769104,2019/10/29
04无排行无提醒,粤STB959,3.46,0.73,3.088,7.7996704,2019/10/29
04无排行无提醒,粤B0Y92H,6.69,0.73,3.088,15.0808656,2019/10/29
04无排行无提醒,粤BP439V,3.47,0.73,3.088,7.8222128,2019/10/29
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/29
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/29
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/29
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/29
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/29
04无排行无提醒,皖AT0540,46.9,0.73,3.088,105.723856,2019/10/30
04无排行无提醒,粤B0Y92H,6.51,0.73,3.088,14.6751024,2019/10/30
04无排行无提醒,粤STB959,2.23,0.73,3.088,5.0269552,2019/10/30
04无排行无提醒,粤BP439V,0.03,0.73,3.088,0.0676272,2019/10/30
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/30
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/30
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/30
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/30
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/30
04无排行无提醒,皖AT0540,49.99,0.73,3.088,112.6894576,2019/10/31
04无排行无提醒,粤STB959,3.22,0.73,3.088,7.2586528,2019/10/31
04无排行无提醒,粤BP439V,1.3,0.73,3.088,2.930512,2019/10/31
04无排行无提醒,粤B0Y92H,0,0.73,3.088,0,2019/10/31
04无排行无提醒,粤B83CT2,0,0.73,3.088,0,2019/10/31
04无排行无提醒,粤PR5795,0,0.73,3.088,0,2019/10/31
04无排行无提醒,粤B4C0S6,0,0.73,3.088,0,2019/10/31
04无排行无提醒,粤B3RC91,0,0.73,3.088,0,2019/10/31
04无排行无提醒,粤S09158,0,0.73,3.088,0,2019/10/31
